,stock,W,L,Data_Type,Month_type,Min_vol,Test_perc,Win_Rate,Symbol,Options Vol,Imp Vol,WR_rank,TR_rank,Vol_rank,Total_score,EV
14,XRAY,14,42,pos_change,m1,3.468956673223085,90%,0.25,0,0.0,0,0.6396103896103896,0.5616883116883117,0.3409090909090909,3.9448051948051948,1.1563188910743618
15,MNST,5,32,pos_change,m1,4.11403830444642,90%,0.13513513513513514,0,0.0,0,0.1266233766233766,0.788961038961039,0.3409090909090909,3.0876623376623376,0.6428184850697531
16,JPM,2,47,pos_change,m1,3.0353036720917537,90%,0.04081632653061224,JPM,64391.0,21.40%,0.003246753246753247,0.3409090909090909,0.9772727272727273,2.00974025974026,0.12916185838688313
17,UNH,7,43,pos_change,m1,3.4395521364530084,90%,0.14,UNH,6042.0,20.21%,0.1461038961038961,0.5292207792207793,0.814935064935065,2.8409090909090913,0.5599270919807224
18,WRB,7,38,pos_change,m1,2.8724781252414258,90%,0.15555555555555556,0,0.0,0,0.18506493506493507,0.2435064935064935,0.3409090909090909,1.6266233766233766,0.5291407072813152
19,IP,13,33,pos_change,m1,3.6389653785564784,90%,0.2826086956521739,0,0.0,0,0.7581168831168831,0.6655844155844156,0.3409090909090909,4.612012987012987,1.4335318157949761
20,HSY,13,37,pos_change,m1,2.5087077566684384,90%,0.26,0,0.0,0,0.6753246753246753,0.08766233766233766,0.3409090909090909,2.62987012987013,0.881437860451073
21,MXIM,4,39,pos_change,m1,4.750053022456956,90%,0.09302325581395349,0,0.0,0,0.04707792207792208,0.9253246753246753,0.3409090909090909,3.2581168831168834,0.4871849253802006
22,SLB,14,34,pos_change,m1,3.8598346271306374,90%,0.2916666666666667,SLB,11161.0,41.13%,0.7840909090909091,0.7272727272727273,0.8733766233766234,5.407467532467532,1.5893436699949686
23,ALK,10,41,pos_change,m1,4.930276395198812,90%,0.19607843137254902,0,0.0,0,0.42045454545454547,0.9448051948051948,0.3409090909090909,4.436688311688312,1.2025064378533685
24,KSU,6,43,pos_change,m1,5.549635780420104,90%,0.12244897959183673,KSU,2098.0,27.62%,0.09902597402597403,0.974025974025974,0.685064935064935,3.9042207792207795,0.7743677833144332
25,COST,4,36,pos_change,m1,2.8776862916025614,90%,0.1,COST,18118.0,20.60%,0.05844155844155844,0.25,0.9058441558441559,1.8311688311688312,0.3197429212891735
26,CCL,15,28,pos_change,m1,3.4441970467966043,90%,0.3488372093023256,CCL,78612.0,50.62%,0.9237012987012987,0.538961038961039,0.9805194805194806,5.3685064935064934,1.8451055607838953
27,MCK,11,44,pos_change,m1,3.3185699388860326,90%,0.2,0,0.0,0,0.43506493506493504,0.4772727272727273,0.3409090909090909,3.0779220779220777,0.8296424847215081
28,JNJ,8,26,pos_change,m1,2.2203485091304263,90%,0.23529411764705882,JNJ,7984.0,15.28%,0.564935064935065,0.01948051948051948,0.8344155844155844,2.5876623376623376,0.6831841566555159
29,BDX,14,32,pos_change,m1,3.0972009270867358,90%,0.30434782608695654,BDX,2259.0,20.32%,0.814935064935065,0.36688311688311687,0.7077922077922078,4.253246753246753,1.355025405600447
30,CAH,10,33,pos_change,m1,3.4708636031089712,90%,0.23255813953488372,CAH,3870.0,29.29%,0.5438311688311688,0.5681818181818182,0.7727272727272727,4.108766233766233,1.051776849426961
31,MAA,12,36,pos_change,m1,2.479289922449115,90%,0.25,0,0.0,0,0.6396103896103896,0.07142857142857142,0.3409090909090909,2.4740259740259742,0.826429974149705
32,TYL,5,47,pos_change,m1,4.738876507155416,90%,0.09615384615384616,0,0.0,0,0.05357142857142857,0.9188311688311688,0.3409090909090909,3.258116883116883,0.504135798633555
33,GWW,14,33,pos_change,m1,3.5909686357808974,90%,0.2978723404255319,0,0.0,0,0.8003246753246753,0.6428571428571429,0.3409090909090909,4.670454545454546,1.5234412394221988
34,CAT,13,38,pos_change,m1,3.4603169553031154,90%,0.2549019607843137,CAT,25690.0,24.62%,0.6558441558441559,0.551948051948052,0.9318181818181818,4.555194805194805,1.1837926426036973
35,LUV,10,29,pos_change,m1,4.564304225174349,90%,0.2564102564102564,LUV,4883.0,30.79%,0.6672077922077922,0.9025974025974026,0.7922077922077922,5.501623376623376,1.57389800868081
36,MAS,8,43,pos_change,m1,3.628528273648,90%,0.1568627450980392,0,0.0,0,0.19480519480519481,0.6623376623376623,0.3409090909090909,2.912337662337662,0.6750750276554418
37,PH,9,34,pos_change,m1,3.6468686572955207,90%,0.20930232558139536,0,0.0,0,0.474025974025974,0.6688311688311688,0.3409090909090909,3.7694805194805197,0.9653475857546967
38,AFL,8,42,pos_change,m1,2.8977889952259286,90%,0.16,0,0.0,0,0.21915584415584416,0.262987012987013,0.3409090909090909,1.7873376623376624,0.5519598086144626
39,IEX,9,37,pos_change,m1,3.155412747487758,90%,0.1956521739130435,0,0.0,0,0.40584415584415584,0.39935064935064934,0.3409090909090909,2.7564935064935066,0.7675328304699952
40,GLW,7,46,pos_change,m1,4.197215875534119,90%,0.1320754716981132,0,0.0,0,0.12012987012987013,0.8214285714285714,0.3409090909090909,3.1655844155844157,0.6387067636682354
41,MSI,10,40,pos_change,m1,2.9530522577035994,90%,0.2,0,0.0,0,0.43506493506493504,0.2922077922077922,0.3409090909090909,2.5227272727272725,0.7382630644258998
42,ECL,8,41,pos_change,m1,3.02886441943732,90%,0.16326530612244897,0,0.0,0,0.23863636363636365,0.33766233766233766,0.3409090909090909,2.0698051948051948,0.5909979354999648
43,O,13,32,pos_change,m1,2.77471471376772,90%,0.28888888888888886,0,0.0,0,0.775974025974026,0.17532467532467533,0.3409090909090909,3.1948051948051948,1.127227852468136
44,HD,4,39,pos_change,m1,2.8484927423520086,90%,0.09302325581395349,HD,25414.0,23.71%,0.04707792207792208,0.22077922077922077,0.9285714285714286,1.7321428571428572,0.29215310177969317
45,IFF,12,35,pos_change,m1,3.0618383103617326,90%,0.2553191489361702,0,0.0,0,0.6623376623376623,0.3474025974025974,0.3409090909090909,3.37012987012987,1.0497731349811652
46,LMT,13,38,pos_change,m1,3.0096861760524485,90%,0.2549019607843137,0,0.0,0,0.6558441558441559,0.3246753246753247,0.3409090909090909,3.2824675324675328,1.0296294812811007
47,INCY,4,43,pos_change,m1,7.828359440052528,90%,0.0851063829787234,0,0.0,0,0.03571428571428571,1.0,0.3409090909090909,3.448051948051948,0.7282194827955839
48,CPB,16,34,pos_change,m1,2.6744266600428306,90%,0.32,0,0.0,0,0.8685064935064936,0.1396103896103896,0.3409090909090909,3.3652597402597406,1.258553722373097
49,DTE,11,37,pos_change,m1,2.2838267451564267,90%,0.22916666666666666,0,0.0,0,0.538961038961039,0.02922077922077922,0.3409090909090909,2.0454545454545454,0.678975518830289
50,HST,13,40,pos_change,m1,3.8918350967348405,90%,0.24528301886792453,0,0.0,0,0.6266233766233766,0.7435064935064936,0.3409090909090909,4.451298701298701,1.264846406438823
51,PVH,13,41,pos_change,m1,4.561089564001205,90%,0.24074074074074073,0,0.0,0,0.6055194805194806,0.8993506493506493,0.3409090909090909,4.85551948051948,1.4461991300491626
52,ZBRA,10,29,pos_change,m1,4.183637169055717,90%,0.2564102564102564,0,0.0,0,0.6672077922077922,0.8084415584415584,0.3409090909090909,4.767857142857143,1.4426335065709368
53,L,9,35,pos_change,m1,2.664625006381326,90%,0.20454545454545456,0,0.0,0,0.4659090909090909,0.13636363636363635,0.3409090909090909,2.1477272727272725,0.6851892873551982
54,MRO,29,20,pos_change,m1,4.2190717437859995,90%,0.5918367346938775,MRO,21384.0,53.77%,1.0,0.8246753246753247,0.9155844155844156,6.3896103896103895,6.117654028489699
55,PCAR,8,40,pos_change,m1,3.453478553034659,90%,0.16666666666666666,0,0.0,0,0.2597402597402597,0.5454545454545454,0.3409090909090909,2.756493506493506,0.6906957106069318
56,BIIB,7,41,pos_change,m1,4.744328297060802,90%,0.14583333333333334,0,0.0,0,0.16071428571428573,0.922077922077922,0.3409090909090909,3.589285714285714,0.8100072702298932
57,XEL,21,24,pos_change,m1,2.4691515980434695,90%,0.4666666666666667,0,0.0,0,0.9935064935064936,0.06818181818181818,0.3409090909090909,3.525974025974026,2.160507648288036
58,HFC,19,22,pos_change,m1,4.472964321237804,90%,0.4634146341463415,0,0.0,0,0.987012987012987,0.8798701298701299,0.3409090909090909,5.941558441558441,3.8630146410690123
59,ETR,9,39,pos_change,m1,2.4924685380699696,90%,0.1875,0,0.0,0,0.36688311688311687,0.07792207792207792,0.3409090909090909,1.6753246753246753,0.5751850472469161
60,TFC,17,31,pos_change,m1,2.758665494489995,90%,0.3541666666666667,0,0.0,0,0.9301948051948052,0.16558441558441558,0.3409090909090909,3.6282467532467533,1.5128165614945137
61,MMC,6,46,pos_change,m1,2.896198867702521,90%,0.11538461538461539,0,0.0,0,0.08766233766233766,0.2564935064935065,0.3409090909090909,1.3733766233766231,0.37776506970032886
62,ETN,15,37,pos_change,m1,3.186389725869424,90%,0.28846153846153844,0,0.0,0,0.7694805194805194,0.41233766233766234,0.3409090909090909,3.886363636363636,1.2917796185957122
63,MMM,10,33,pos_change,m1,2.928786808281595,90%,0.23255813953488372,MMM,3080.0,17.58%,0.5438311688311688,0.2727272727272727,0.737012987012987,3.1866883116883113,0.8875111540247258
64,PENN,16,32,pos_change,m1,4.863019131969439,90%,0.3333333333333333,PENN,38175.0,61.14%,0.8928571428571429,0.9318181818181818,0.9577922077922078,6.431818181818182,2.4315095659847192
65,CVX,12,32,pos_change,m1,2.9847531985548432,90%,0.2727272727272727,CVX,15480.0,25.87%,0.7321428571428571,0.3116883116883117,0.8928571428571429,4.024350649350649,1.119282449458066
66,GD,8,37,pos_change,m1,3.2077449788523484,90%,0.17777777777777778,0,0.0,0,0.31006493506493504,0.4253246753246753,0.3409090909090909,2.547077922077922,0.6935664819140214
67,TGT,9,31,pos_change,m1,3.150505717713992,90%,0.225,TGT,12273.0,29.95%,0.525974025974026,0.3961038961038961,0.8896103896103896,3.655844155844156,0.9146629503040623
68,GIS,16,33,pos_change,m1,2.3075986515906686,90%,0.32653061224489793,0,0.0,0,0.8798701298701299,0.03571428571428571,0.3409090909090909,3.0876623376623376,1.1188357098621422
69,CERN,5,43,pos_change,m1,3.460621436421436,90%,0.10416666666666667,0,0.0,0,0.0633116883116883,0.5551948051948052,0.3409090909090909,2.1964285714285716,0.402397841444353
70,ROK,13,42,pos_change,m1,4.158849704106233,90%,0.23636363636363636,0,0.0,0,0.5714285714285714,0.7987012987012987,0.3409090909090909,4.451298701298701,1.2872630036519292
71,LH,11,35,pos_change,m1,3.115790772781617,90%,0.2391304347826087,0,0.0,0,0.586038961038961,0.37987012987012986,0.3409090909090909,3.2386363636363633,0.9792485285885081
72,PSA,10,35,pos_change,m1,3.1167490980598926,90%,0.2222222222222222,0,0.0,0,0.5178571428571429,0.38311688311688313,0.3409090909090909,3.043831168831169,0.8904997423028265
73,DE,12,38,pos_change,m1,3.8553271787556143,90%,0.24,DE,8373.0,30.77%,0.599025974025974,0.724025974025974,0.8409090909090909,4.810064935064935,1.2174717406596676
74,TMO,7,37,pos_change,m1,3.9183925870621814,90%,0.1590909090909091,0,0.0,0,0.2077922077922078,0.7532467532467533,0.3409090909090909,3.224025974025974,0.7413175164712235
75,STZ,6,44,pos_change,m1,4.441041305255656,90%,0.12,0,0.0,0,0.09415584415584416,0.8733766233766234,0.3409090909090909,3.243506493506493,0.6055965416257711
76,ORLY,9,40,pos_change,m1,3.9288307025701172,90%,0.1836734693877551,0,0.0,0,0.34415584415584416,0.7564935064935064,0.3409090909090909,3.6428571428571423,0.8839869080782764
77,STT,16,34,pos_change,m1,3.5589230433272285,90%,0.32,0,0.0,0,0.8685064935064936,0.6233766233766234,0.3409090909090909,4.816558441558442,1.6747873145069312
78,JKHY,3,38,pos_change,m1,3.0932724946525494,90%,0.07317073170731707,0,0.0,0,0.021103896103896104,0.36038961038961037,0.3409090909090909,1.48538961038961,0.24420572326204334
79,ATO,7,37,pos_change,m1,2.584761502842155,90%,0.1590909090909091,0,0.0,0,0.2077922077922078,0.12012987012987013,0.3409090909090909,1.3246753246753247,0.48900893297013737
80,AMGN,11,35,pos_change,m1,3.3247343050624285,90%,0.2391304347826087,0,0.0,0,0.586038961038961,0.4805194805194805,0.3409090909090909,3.5405844155844153,1.0449164958767632
81,TJX,6,38,pos_change,m1,3.575726861631562,90%,0.13636363636363635,0,0.0,0,0.1314935064935065,0.6363636363636364,0.3409090909090909,2.6444805194805197,0.5645884518365624
82,AOS,13,39,pos_change,m1,3.4431379294380804,90%,0.25,0,0.0,0,0.6396103896103896,0.5357142857142857,0.3409090909090909,3.866883116883117,1.1477126431460267
83,D,7,41,pos_change,m1,2.5225819014969155,90%,0.14583333333333334,0,0.0,0,0.16071428571428573,0.09740259740259741,0.3409090909090909,1.1152597402597404,0.4306847148897174
84,BK,10,37,pos_change,m1,3.01422575604515,90%,0.2127659574468085,0,0.0,0,0.48863636363636365,0.32792207792207795,0.3409090909090909,2.7905844155844157,0.8146556097419325
85,ADBE,7,43,pos_change,m1,3.695049937679516,90%,0.14,ADBE,12239.0,25.37%,0.1461038961038961,0.6915584415584416,0.8863636363636364,3.3993506493506493,0.6015197572966654
86,J,13,36,pos_change,m1,3.9146674354654936,90%,0.2653061224489796,0,0.0,0,0.698051948051948,0.75,0.3409090909090909,4.685064935064935,1.4136299072514285
87,CSCO,5,34,pos_change,m1,3.544750440566767,90%,0.1282051282051282,CSCO,59481.0,27.56%,0.11363636363636363,0.6103896103896104,0.974025974025974,3.146103896103896,0.5212868294951127
88,BLL,9,36,pos_change,m1,3.0966052377992863,90%,0.2,0,0.0,0,0.43506493506493504,0.36363636363636365,0.3409090909090909,2.737012987012987,0.7741513094498216
89,ADM,6,41,pos_change,m1,3.3732983692137766,90%,0.1276595744680851,ADM,2144.0,21.39%,0.10714285714285714,0.5064935064935064,0.6915584415584416,2.5324675324675323,0.4936534198849429
90,AME,9,42,pos_change,m1,3.1978116359386006,90%,0.17647058823529413,0,0.0,0,0.3051948051948052,0.41883116883116883,0.3409090909090909,2.512987012987013,0.6852453505582716
91,MKC,11,40,pos_change,m1,2.6011337342988976,90%,0.21568627450980393,0,0.0,0,0.5064935064935064,0.12337662337662338,0.3409090909090909,2.2305194805194803,0.7153117769321968
92,LLY,9,41,pos_change,m1,2.80865291473196,90%,0.18,LLY,2882.0,26.33%,0.32142857142857145,0.19155844155844157,0.7272727272727273,2.2662337662337664,0.6165335666484789
93,XOM,14,30,pos_change,m1,2.3391864431411022,90%,0.3181818181818182,XOM,54318.0,28.78%,0.8571428571428571,0.04220779220779221,0.9675324675324676,3.6655844155844153,1.0916203401325142
94,TSN,9,37,pos_change,m1,3.8528700550144603,90%,0.1956521739130435,0,0.0,0,0.40584415584415584,0.7207792207792207,0.3409090909090909,3.72077922077922,0.9371846079764904
95,RCL,13,30,pos_change,m1,4.53717377161521,90%,0.3023255813953488,RCL,8846.0,45.88%,0.8068181818181818,0.8928571428571429,0.8571428571428571,5.956168831168831,1.9661086343665908
96,UNM,12,39,pos_change,m1,3.744288320678507,90%,0.23529411764705882,0,0.0,0,0.564935064935065,0.7045454545454546,0.3409090909090909,4.14935064935065,1.1520887140549252
97,VNO,8,41,pos_change,m1,2.94602121445121,90%,0.16326530612244897,0,0.0,0,0.23863636363636365,0.288961038961039,0.3409090909090909,1.9237012987012987,0.574833407697797
98,AVY,16,35,pos_change,m1,3.5477753005820145,90%,0.3137254901960784,0,0.0,0,0.849025974025974,0.6136363636363636,0.3409090909090909,4.728896103896104,1.6218401374089209
99,HOLX,2,43,pos_change,m1,3.498392064807354,90%,0.044444444444444446,0,0.0,0,0.006493506493506494,0.5974025974025974,0.3409090909090909,2.1525974025974026,0.16271590999103971
100,COF,8,38,pos_change,m1,4.128547764259783,90%,0.17391304347826086,0,0.0,0,0.29545454545454547,0.7922077922077922,0.3409090909090909,3.603896103896104,0.8691679503704806
101,AIG,15,33,pos_change,m1,2.9540161636900795,90%,0.3125,0,0.0,0,0.8425324675324676,0.29545454545454547,0.3409090909090909,3.75487012987013,1.342734619859127
102,MOS,11,35,pos_change,m1,4.321577377334186,90%,0.2391304347826087,MOS,9925.0,44.51%,0.586038961038961,0.8603896103896104,0.8668831168831169,5.206168831168831,1.3582100328764584
103,GPC,17,33,pos_change,m1,2.4580081124354742,90%,0.34,0,0.0,0,0.8993506493506493,0.06493506493506493,0.3409090909090909,3.2337662337662336,1.2662466033758506
104,WDC,13,36,pos_change,m1,5.295399681195941,90%,0.2653061224489796,WDC,3927.0,39.92%,0.698051948051948,0.961038961038961,0.775974025974026,5.753246753246753,1.9122276626540902
105,AMAT,8,38,pos_change,m1,4.5504730141235745,90%,0.17391304347826086,AMAT,24851.0,41.52%,0.29545454545454547,0.8961038961038961,0.9253246753246753,4.5,0.9579943187628578
106,ODFL,9,33,pos_change,m1,4.660732927486815,90%,0.21428571428571427,0,0.0,0,0.5016233766233766,0.9123376623376623,0.3409090909090909,4.582792207792208,1.2711089802236766
107,SHW,11,35,pos_change,m1,3.4848254901935642,90%,0.2391304347826087,0,0.0,0,0.586038961038961,0.5844155844155844,0.3409090909090909,3.852272727272727,1.0952308683465488
108,NOC,16,35,pos_change,m1,3.442436465338501,90%,0.3137254901960784,NOC,2061.0,19.58%,0.849025974025974,0.5324675324675324,0.6818181818181818,4.826298701298701,1.5736852412976003
109,GL,12,36,pos_change,m1,2.641182536993461,90%,0.25,0,0.0,0,0.6396103896103896,0.1266233766233766,0.3409090909090909,2.6396103896103895,0.8803941789978204
110,DRE,9,37,pos_change,m1,3.1566131435428413,90%,0.1956521739130435,0,0.0,0,0.40584415584415584,0.4025974025974026,0.3409090909090909,2.766233766233766,0.7678248186996101
111,NWL,12,34,pos_change,m1,3.5140575986709113,90%,0.2608695652173913,0,0.0,0,0.6834415584415584,0.6038961038961039,0.3409090909090909,4.202922077922078,1.2402556230603217
112,DHR,8,38,pos_change,m1,2.9694033837002465,90%,0.17391304347826086,0,0.0,0,0.29545454545454547,0.3051948051948052,0.3409090909090909,2.142857142857143,0.6251375544632097
113,WMT,8,44,pos_change,m1,2.3689327650991645,90%,0.15384615384615385,WMT,23652.0,23.68%,0.17694805194805194,0.045454545454545456,0.922077922077922,1.5892857142857142,0.4307150481998481
114,VZ,8,37,pos_change,m1,2.745524508384917,90%,0.17777777777777778,VZ,18055.0,14.61%,0.31006493506493504,0.1590909090909091,0.9025974025974026,2.310064935064935,0.593626920731874
115,CINF,12,32,pos_change,m1,2.535393913179509,90%,0.2727272727272727,0,0.0,0,0.7321428571428571,0.1038961038961039,0.3409090909090909,2.849025974025974,0.9507727174423157
116,XLNX,11,35,pos_change,m1,4.159093079457379,90%,0.2391304347826087,0,0.0,0,0.586038961038961,0.801948051948052,0.3409090909090909,4.50487012987013,1.3071435392580333
117,NUE,15,28,pos_change,m1,4.29036533074803,90%,0.3488372093023256,NUE,8511.0,36.08%,0.9237012987012987,0.8474025974025974,0.8441558441558441,6.157467532467532,2.298409998615016
118,MTB,15,33,pos_change,m1,2.8159350832102388,90%,0.3125,0,0.0,0,0.8425324675324676,0.19480519480519481,0.3409090909090909,3.4529220779220777,1.2799704923682904
119,FMC,13,37,pos_change,m1,3.52659632732262,90%,0.26,0,0.0,0,0.6753246753246753,0.6071428571428571,0.3409090909090909,4.188311688311688,1.2390743852755153
120,WM,6,41,pos_change,m1,2.6827974285216656,90%,0.1276595744680851,0,0.0,0,0.10714285714285714,0.14285714285714285,0.3409090909090909,1.0909090909090908,0.3926045017348779
121,IPG,8,40,pos_change,m1,3.262161323586324,90%,0.16666666666666666,0,0.0,0,0.2597402597402597,0.45454545454545453,0.3409090909090909,2.4837662337662336,0.6524322647172647
122,KEY,11,35,pos_change,m1,3.2997274139265342,90%,0.2391304347826087,0,0.0,0,0.586038961038961,0.4675324675324675,0.3409090909090909,3.5016233766233764,1.0370571872340537
123,LUMN,15,30,pos_change,m1,3.410181945251884,90%,0.3333333333333333,LUMN,18954.0,35.17%,0.8928571428571429,0.5194805194805194,0.9090909090909091,5.146103896103896,1.7050909726259416
124,LHX,6,39,pos_change,m1,2.9449799862261283,90%,0.13333333333333333,0,0.0,0,0.12337662337662338,0.2857142857142857,0.3409090909090909,1.5681818181818181,0.45307384403478895
125,REG,18,34,pos_change,m1,3.1079631694126486,90%,0.34615384615384615,0,0.0,0,0.9107142857142857,0.37337662337662336,0.3409090909090909,4.193181818181818,1.6453922661596374
126,ABT,10,32,pos_change,m1,2.9392617197306072,90%,0.23809523809523808,ABT,3276.0,19.88%,0.5746753246753247,0.275974025974026,0.7467532467532467,3.2987012987012987,0.9185192874158148
127,CMA,17,24,pos_change,m1,3.278398935938612,90%,0.4146341463414634,0,0.0,0,0.9675324675324676,0.461038961038961,0.3409090909090909,4.626623376623376,2.3221992462898498
128,CMS,9,33,pos_change,m1,2.8339982478321883,90%,0.21428571428571427,0,0.0,0,0.5016233766233766,0.21103896103896103,0.3409090909090909,2.478896103896104,0.7729086130451422
129,HON,8,41,pos_change,m1,2.762947350398293,90%,0.16326530612244897,HON,2112.0,18.87%,0.23863636363636365,0.17207792207792208,0.6883116883116883,1.9204545454545454,0.5391116781264962
130,CLX,15,29,pos_change,m1,2.8515536912940314,90%,0.3409090909090909,CLX,2260.0,20.79%,0.9025974025974026,0.22402597402597402,0.711038961038961,4.090909090909091,1.4749415644624297
131,CVS,9,37,pos_change,m1,3.3346198693863554,90%,0.1956521739130435,CVS,36422.0,20.10%,0.40584415584415584,0.4902597402597403,0.9512987012987013,3.6396103896103895,0.8111237520128972
132,MLM,10,36,pos_change,m1,3.6235040811514905,90%,0.21739130434782608,0,0.0,0,0.5113636363636364,0.6590909090909091,0.3409090909090909,3.852272727272727,1.0065289114309695
133,NI,9,39,pos_change,m1,2.8397692450070484,90%,0.1875,0,0.0,0,0.36688311688311687,0.21753246753246752,0.3409090909090909,2.094155844155844,0.6553313642323958
134,SPG,15,32,pos_change,m1,3.1405503924503124,90%,0.3191489361702128,SPG,2314.0,36.09%,0.862012987012987,0.39285714285714285,0.7207792207792207,4.4853896103896105,1.472132996461084
135,SNPS,11,41,pos_change,m1,3.602891986057536,90%,0.21153846153846154,0,0.0,0,0.4772727272727273,0.6525974025974026,0.3409090909090909,3.7305194805194803,0.9666295572349487
136,KR,7,38,pos_change,m1,3.161499485769606,90%,0.15555555555555556,KR,26424.0,22.19%,0.18506493506493507,0.40584415584415584,0.935064935064935,2.707792207792208,0.5823814842207169
137,VMC,13,29,pos_change,m1,3.738576845399388,90%,0.30952380952380953,0,0.0,0,0.836038961038961,0.7012987012987013,0.3409090909090909,4.952922077922078,1.6759137582824843
138,STE,7,40,pos_change,m1,3.569659624334966,90%,0.14893617021276595,0,0.0,0,0.1672077922077922,0.6331168831168831,0.3409090909090909,2.741883116883117,0.624690434258619
139,NSC,9,35,pos_change,m1,4.308366030990131,90%,0.20454545454545456,0,0.0,0,0.4659090909090909,0.8571428571428571,0.3409090909090909,4.3100649350649345,1.1078655508260338
140,BWA,17,35,pos_change,m1,3.6635830493576376,90%,0.3269230769230769,0,0.0,0,0.8847402597402597,0.6753246753246753,0.3409090909090909,5.021103896103896,1.7794546239737095
141,AAPL,3,48,pos_change,m1,4.285565453862706,90%,0.058823529411764705,AAPL,749776.0,24.74%,0.016233766233766232,0.8441558441558441,1.0,3.581168831168831,0.2678478408664191
142,SIVB,18,27,pos_change,m1,4.049880531277208,90%,0.4,0,0.0,0,0.961038961038961,0.7727272727272727,0.3409090909090909,5.542207792207792,2.6999203541848056
143,PEAK,18,34,pos_change,m1,2.836371217213696,90%,0.34615384615384615,0,0.0,0,0.9107142857142857,0.21428571428571427,0.3409090909090909,3.715909090909091,1.5016082914660744
144,ITW,8,43,pos_change,m1,2.739725251108419,90%,0.1568627450980392,0,0.0,0,0.19480519480519481,0.15584415584415584,0.3409090909090909,1.3928571428571428,0.5097163257876128
145,SPGI,9,37,pos_change,m1,3.2019881503083565,90%,0.1956521739130435,0,0.0,0,0.40584415584415584,0.42207792207792205,0.3409090909090909,2.8246753246753245,0.778861982507438
146,DUK,10,37,pos_change,m1,2.3992379934585104,90%,0.2127659574468085,0,0.0,0,0.48863636363636365,0.05194805194805195,0.3409090909090909,1.9626623376623376,0.6484427009347326
147,LEN,10,37,pos_change,m1,4.473425152192965,90%,0.2127659574468085,0,0.0,0,0.48863636363636365,0.8831168831168831,0.3409090909090909,4.456168831168831,1.2090338249170174
148,SO,17,32,pos_change,m1,2.2433491806161894,90%,0.3469387755102041,0,0.0,0,0.9155844155844156,0.025974025974025976,0.3409090909090909,3.1655844155844153,1.1917792522023505
149,SJM,7,35,pos_change,m1,2.7831448815848714,90%,0.16666666666666666,0,0.0,0,0.2597402597402597,0.18506493506493507,0.3409090909090909,1.675324675324675,0.5566289763169742
150,ROST,5,39,pos_change,m1,4.182716518986042,90%,0.11363636363636363,0,0.0,0,0.07954545454545454,0.8051948051948052,0.3409090909090909,2.9951298701298703,0.536245707562313
