,stock,W,L,Data_Type,Month_type,Min_vol,Test_perc,Win_Rate,Symbol,Options Vol,Imp Vol,WR_rank,TR_rank,Vol_rank,Total_score,EV
89,ADM,46,9,pos_change,m1,2.0638609013454565,100%,0.8363636363636363,ADM,2144.0,21.39%,0.3587662337662338,0.33766233766233766,0.6915584415584416,2.780844155844156,10.548622384654552
90,AME,50,10,pos_change,m1,2.460936408381727,100%,0.8333333333333334,0,0.0,0,0.3198051948051948,0.6461038961038961,0.3409090909090909,3.2386363636363633,12.304682041908638
91,MKC,57,3,pos_change,m1,1.9060038497592187,100%,0.95,0,0.0,0,0.9626623376623377,0.19155844155844157,0.3409090909090909,3.803571428571429,36.21407314542512
92,LLY,57,3,pos_change,m1,1.9718449454526183,100%,0.95,LLY,2882.0,26.33%,0.9626623376623377,0.2532467532467532,0.7272727272727273,4.375,37.465053963599715
93,XOM,51,9,pos_change,m1,1.9373308876547726,100%,0.85,XOM,54318.0,28.78%,0.42694805194805197,0.21753246753246752,0.9675324675324676,2.900974025974026,10.978208363377043
94,TSN,52,8,pos_change,m1,2.488804893621111,100%,0.8666666666666667,0,0.0,0,0.573051948051948,0.6688311688311688,0.3409090909090909,4.066558441558442,16.177231808537226
95,RCL,56,3,pos_change,m1,2.563589745667035,100%,0.9491525423728814,RCL,8846.0,45.88%,0.9464285714285714,0.7142857142857143,0.8571428571428571,5.839285714285714,47.85367525245135
96,UNM,53,7,pos_change,m1,2.532751453450709,100%,0.8833333333333333,0,0.0,0,0.6883116883116883,0.6948051948051948,0.3409090909090909,4.490259740259741,19.176546718983936
97,VNO,56,2,pos_change,m1,2.007884466291469,100%,0.9655172413793104,0,0.0,0,0.9805194805194806,0.288961038961039,0.3409090909090909,4.14935064935065,56.220765056161206
98,AVY,51,8,pos_change,m1,2.2087094013096653,100%,0.864406779661017,0,0.0,0,0.512987012987013,0.4577922077922078,0.3409090909090909,3.253246753246753,14.080522433349119
99,HOLX,45,15,pos_change,m1,3.307257463882358,100%,0.75,0,0.0,0,0.02922077922077922,0.9577922077922078,0.3409090909090909,3.3019480519480515,9.921772391647075
100,COF,48,10,pos_change,m1,2.5067089820947626,100%,0.8275862068965517,0,0.0,0,0.2597402597402597,0.685064935064935,0.3409090909090909,3.175324675324675,12.03220311405486
101,AIG,53,5,pos_change,m1,2.01242011954298,100%,0.9137931034482759,0,0.0,0,0.836038961038961,0.2922077922077922,0.3409090909090909,3.72564935064935,21.331653267155602
102,MOS,57,3,pos_change,m1,2.646952819125846,100%,0.95,MOS,9925.0,44.51%,0.9626623376623377,0.7564935064935064,0.8668831168831169,6.024350649350649,50.29210356339103
103,GPC,51,9,pos_change,m1,1.808318532282255,100%,0.85,0,0.0,0,0.42694805194805197,0.1331168831168831,0.3409090909090909,2.021103896103896,10.247138349599444
104,WDC,51,9,pos_change,m1,2.950071701275378,100%,0.85,WDC,3927.0,39.92%,0.42694805194805197,0.9025974025974026,0.775974025974026,4.7646103896103895,16.717072973893806
105,AMAT,52,8,pos_change,m1,3.126387448232062,100%,0.8666666666666667,AMAT,24851.0,41.52%,0.573051948051948,0.9318181818181818,0.9253246753246753,5.439935064935065,20.32151841350841
106,ODFL,52,8,pos_change,m1,3.2632403618707286,100%,0.8666666666666667,0,0.0,0,0.573051948051948,0.9448051948051948,0.3409090909090909,4.89448051948052,21.211062352159743
107,SHW,49,11,pos_change,m1,2.3404270622153653,100%,0.8166666666666667,0,0.0,0,0.21915584415584416,0.5616883116883117,0.3409090909090909,2.683441558441558,10.425538731686625
108,NOC,54,6,pos_change,m1,2.343353226061193,100%,0.9,NOC,2061.0,19.58%,0.7938311688311688,0.5681818181818182,0.6818181818181818,4.767857142857142,21.09017903455074
109,GL,50,8,pos_change,m1,2.1093336290066786,100%,0.8620689655172413,0,0.0,0,0.48863636363636365,0.36688311688311687,0.3409090909090909,2.9074675324675323,13.183335181291735
110,DRE,52,8,pos_change,m1,2.0490284315170366,100%,0.8666666666666667,0,0.0,0,0.573051948051948,0.3246753246753247,0.3409090909090909,3.034090909090909,13.318684804860741
111,NWL,54,6,pos_change,m1,2.448998739061901,100%,0.9,0,0.0,0,0.7938311688311688,0.6298701298701299,0.3409090909090909,4.612012987012987,22.040988651557118
112,DHR,46,14,pos_change,m1,2.1720952791869794,100%,0.7666666666666667,0,0.0,0,0.06655844155844155,0.4318181818181818,0.3409090909090909,1.836038961038961,7.13688448875722
113,WMT,51,9,pos_change,m1,1.7381235277938214,100%,0.85,WMT,23652.0,23.68%,0.42694805194805197,0.09740259740259741,0.922077922077922,2.49512987012987,9.84936665749832
